,comentario,liguagem
401,Let's go for 1B!,en
402,I normally don't like Ariana Grande but damn this song is catchy,en
403,First time i ever heard this sing and god damn... it rips!!!,en
404,She needs to record another song like this,en
405,I would literally turn into the Beyonder or Nightwing just to meet her,en
406,"#10'yearsofariana
1B VIEWS ARE COMING",en
407,"My baby girl was born this morning and this song was playing on someones phone in the waiting room !! she arrived healthy and a few days early, we decided to name her Ariana <3 !! this song is so special to us now. its so catchy and i love the video. I'm getting popular fast because i rap about life... who else is here watching on May 29th?",en
408,"Everyday farming for the view y'all , let's help Ari getting that 1b views ",en
409,"I'm so into you
I can barely breathe
And all I wanna do
Is to fall in deep",en
410,"Guys, vote for ari in billboard awards. Plz do it guys come on. Let's make her a winner.",en
411,she look amazing ,en
412,God I still love this somg so much,en
413,This song makes me Manic- i love it,en
414,"Lyrics: I'm so into you, I can barely breathe
And all I wanna do is to fall in deep
But close ain't close enough 'til we cross the line
So name a game to play, and I'll roll the dice, hey",en
415,We need more songs Ariana :) LYou,en
416,"First it was 975 million Now it's 
979 Million OMG were making it ",en
417,"[LIRYCS] 
I'm so into you,
I can barely breathe
And all I wanna do",en
418,WHY IS IT SO SLOW TO HAVE 100M VIEWS???  I MEAN THIS IS HER BEST MUSIC VIDEO YET!!!,en
