,comentario,liguagem
350," Seria um puzzle... Faltam peças... 
Parabéns pela música, fizeram um brilhante trabalho. Continuem!!",pt
351,#ASKSEMTI Quando sai aquele dueto com a Marisa Liz.,pt
352,Eu adorei a música,pt
353,"waahh it seems I'm late to know you, but from now on I'm your fan yeayyy
all your songs are very touching. I tried to understand even though I didn't know the language, but after knowing the meaning amazed me.  thank you for creating such an amazing song",en
354,Adoro,pt
355,Todas s musica sao incriveis,pt
356,"Quem mais veio aqui depois do ""cala-te boca""? ",pt
357,Sem ti n°1 orgulho faz-me feliz com as tuas musicas,pt
358,Amo a música ️️,pt
359,"Quem veio do The Voice deia like 


Nunca te esqueceremos Sara Carreira️️",pt
360,Live 21 ensaios concerto ️️️️,pt
361,Amo esta musica vimos em ferreira,pt
362,sem ti,pt
363,melhor cantor,pt
364,Esta foi uma música espetacular.,pt
365,Fernando Daniel com o João paulo Rodrigues devia sair uma música brutal,pt
366,E das poucas parcerias que eu gosto onde o agir está. Brutal ️ deu muito certo,pt
367,Adoro Fernando,pt
368,Quem mais aqui por causa do Cala te boca? ,pt
369,Olá Fernando. És o meu cantor favorito e o emoji que ponha era muitas palmas.,pt
370,sem ti número 1!!!!!,pt
371,"Sem ti - número 1
Abraços de Alvados, Porto de Mós, Leiria
Saudades dos concertos
#semti",pt
372,Ainda bem que só es bom impostor no Among... Aqui nunca enganas ninguém... És espetacular grande Fernando! Mais uma música top! Propz tmb ao Agir,pt
373,Queremos a Sem Ti em primeiro lugar das tendências,pt
374,"Se essa música fosse cantada na língua PT-BR já teria batido uns 100 milhões de views, sem ofensas aos portugueses.",pt
375,Queremos a Sem Ti em primeiro lugar das tendências,pt
376,"Olá Fernando, sou muito tua fã",pt
377,e verdade que as vozes combinao tao bem mas tao bem,pt
378,Vim ver depois da triste notícia da Sara Carreira R.I.P. Sara,pt
379,Amo suas músicas  sua voz linda parabéns  que Deus lhe abençoe  sempre!,pt
380,Lindo  muito bem,pt
381,adoro,pt
382,Sem ti live 21  adoro-te fernando daniel ,pt
