,comentario,liguagem
246,"Whose here after Chemical, going back through all the oldies remembering your loved one who's no longer here. RIP Jay  you'll always be here when I hear Post. Until we meet again. ",en
247,I'm 65 year old widow but I love all of Post Malone his music makes me feel much younger than my age. Much love Posty,en
248,Heard him open yesterday for red hot chilli peppers as I was going to watch Dave Chapelle and this was being belted as I walked to our arena what a song the stadium sounded like it was totally pumping !,en
249,Post Malone music just hits different it reminds of me 2018 and more,en
250,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,en
251,His best song to date,en
252,He is a musical genius and a real down to earth dude,en
253,2022 and still listening to this masterpiece,en
254,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
255,"when he said:
""I was so broken over you
But life goes on what can you do""",en
256,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
257,I love this song....Uicha a smart lou vanga lasa them pa ...Love it️,en
258,This is easily Post’s best song imo,en
259,Who just remembered this song and came back to listen to it once more ?,en
260,This song and video is most definitely ,en
261,This song is the best!,en
262,"""One day we will finally have the woman we really deserve"" Keep your head up to anyone out there ",en
263,One of the most talented,en
264,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
265,I love this song ️,en
266,"No matter how my life has changed 

I keep looking back at better days",en
267,You are such a good person and I love your videos and you don’t brag about money like other singers,en
268,I still feel like he ain't getting enough attention.,en
269,essa musica  já é maravilhosa e o Krazy Potato melhorou ainda mais,pt
270,"Cara, você arrasou no rock in rio 22",pt
271,"I'm so happy Posty is blowing up. If there's anyone who deserves it, it's him.",en
272,"Every time when i'm not good, for any reason, the only thing i need is to listen this song, after that, i told myself: I'm Better Now.
Thank you.",en
273,This song is masterpiece of my life ,en
274,Definitely my favourite. ️,en
275,Love your music ,en
276,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
277,"I always cry when it comes to that part: ""because  no matter how my life has changed,  I keep on looking back on better days "" thanks Posty",en
278,"You prolly think that you are better now, better now

You only say that 'cause I'm not around, not around

You know I never meant to let you down, let you down

Woulda gave you anything, woulda gave you everything",en
279,"man i remember this song when i was 9, now im 13 
loved it back then",en
280,everytime i listen to better now i remember the old times and good childhood i had.,en
281,This song was stuck in my head for THREE WEEKS!!,en
282,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..️ ,en
283,Love this song! Oh to be young.,en
284,"Oh this song says so much when your heart is hurting, at 69 I didn't think it could. He has a song for all times I've listened when I was happy, I now listen whilst sad. I need a lift in my heart. I love the line you used to keep my photo by your bedside now it's in your dresser with the socks you don't like ️",en
285,This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
286,"You prolly think that you are better now, better now

You only say that 'cause I'm not around, not around

You know I never meant to let you down, let you down

Woulda gave you anything",en
287,I normally dont like this type of music but this is something,en
288,It's hitting the spot ,en
289,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..️,en
290,I’m here cuz I heard it on the radio when it came out and remembered this song at work,en
291,This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...,en
292,"Fire Song, it’s about to be 5 years since this music track released but it’s fire ",en
293,"Guys don't hate him, leave him malone.",en
294,Música foda,pt
295,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
296,Post malone number one in my heart ,en
297,"I promise I swear to you I'll be okay, you're only the love of my life... my favorite lyric ever!",en
298,2023 and I'm still listening to this gem Who else is still listening to this song?,en
299,"Hey Post, if you ever see my comment, then you gotta know that you're one of the best musicians and a really awesome and kind dude. You're always gonna be loved dude. Keep singin', keep making masterpieces.",en
300,"""I promise, I swear to you I'll be okay, You're only the love of my life"".",en
301,Melhor Musica,pt
302,4 years ago and i still love this song @post Malone the hole earth love you,en
303,"Dear Malone,

You are a great young and very talented artiste that the world respects and need for a very very long time..",en
304,I just love his music  I am a big fan. Sweet ,en
305,Turning 50 and I love his music I guess I'm not too late to join his fandom,en
306,the best music ever,en
307,I am just amazed at how this song went. I can't explain it after listening to it so i listen to it and it happens again and again,en
308,"Listening to this before going to bed with my headphones on in complete darkness gives me strange, but good feeling ",en
309,"i remember i was grade 3 when i heard this song, and still burns, brings back gud memories",en
310,you know a song is good when the most repeated time is the beginning,en
311,"Sabe o que é muito louco desse clipe ? A música é uma das mais triste do Post, mas no começo, porque ele mostra o público ovacionando-o. Isso faz com que tenhamos à sensação de que sucesso nenhum vai eliminar o sofrimento.",pt
312,So catchy,en
313,Post's energy is unmatched.,en
314,Som monstro!,pt
315,J'adore trop ,pt
316,Fantastic song. such a lengend bro. thankx for creating music we all love and related to. much love- ps still a clutch  song.,en
317,"You prolly think that you are better now, better now

You only say that 'cause I'm not around, not around

You know I never meant to let you down, let you down

Woulda gave you anything",en
318,"""used to keep my picture posted by your bedside,now it's in your dresser with the socks you don't like"" ",en
319,Post if you see this man your music makes me feel great dude I'm 30 years old and your such a talented man much love from Canada,en
320,"You probably think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything",en
321,This song hits so hard,en
322,Love this song,en
323,vontade de chorar tá doido,pt
324,as música dele é linda,pt
325,"I love Post Malone. He's not a mumble rapper, (I know he's not a rapper) and has great ideas and lyrics. Keep going!",en
