,comentario,liguagem
319,As a ginger this is my go to Halloween outfit till I die now haha,en
320,This song is fantasy ,en
321,"Bad Habits Ed Sheeran
Shivers Ed Sheeran
Visiting Hours Ed Sheeran
Afterglow Ed Sheeran",en
322,don’t worry he’s just going through his twilight phase,en
323,I love this song so much I’m adicted,en
324,Love the scene where the balloons breaks and they both laugh2:01,en
325,You are aSo talented….. and this song … tells I think what’s going with you and I do think you understand how this can turn on you,en
326,Love it and the  Pink suit!!,en
327,I love you Ed Sheeran,en
328,Lmao i cant get over how hes flying everywhere,en
329,this song is fire,en
330,Love ed wherein he my second fave singer!! This tune a banger!!!!,en
331,i looooopve ed sheeran  from lebanon,en
332,"1:37: If he use this as the cover of his album, it'd be badass",en
333,"its ok guys, he’s just going through his emo phase.",en
334,"I can feel deep sadness.....like he wants to escape his bad habits  but he is saying I can't... but I really want...

Especially the scene in which  the red He demolishes his real one.... he can't win the red one...",en
335,I’m so happy  thanks  so very kind to the parents of this man  for being a part in my journey,en
336,Man's really gifted,en
337,Ed Sheeran Is a legend his songs are amazing whoever is watching this they are the amazing,en
338,I never thought Ed Sheeran's alter ego is Joker.,en
339,"This slaps
Absolute banger",en
340,Soo addictive!,en
341,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
342,Musical mastermind,pt
343,This looks like a movie where a supervillain and his army of vampires turns every one to ragdolls,en
344,I would die for this song,en
345,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
346,Ed Sheeran I love your videos,en
347,Ed Sheeran as a vampire is the best thing i ever sing,en
348,Gonna leave this comment here till this song is a Nostalgic vibe in a few years,en
349,And my ‘bad habits’ lead to you Ed ,en
350,This is my favourite song ever,en
351,"If there was supposed to be a story here, it went over my head.",en
352,"You know, I  was lucky to t watched the demo o this song, probably the reason why I liked it so much
This must be the 150th time I have seen it",en
353,Top de mais,pt
