,comentario,liguagem
300,ótima filosofia de vida,pt
301,Boa musica carelão que a quaretena passe com o assobia para o lado,pt
302,Bro tens uns cotas lindos! A felicidade deles é contagiante!!,pt
303,MUITO BOA,pt
304,Obrigado muito bom,pt
305,"""Adepto""  de música estrangeira(inglesa, francesa, italiana, alemã), finalmente uma música portuguesa que dá vontade de ouvir e fica no ouvido!",pt
306,Um gajo que nunca teve escola de música e depois faz isto! Uma mensagem numa boa vibe! ️,pt
307,"Grande melodia, grande letra, grande video, simples mas com categoria, para quebrar a banalidade das letras sobre o amor profundo descoberto por rapazes e raparigas de 20 anos!!!",pt
308,Estou infectado e em casa e esta musica tem me feito muita companhia,pt
309,Poucas vezes me senti tao representada como nesta letra. OBRIGADA,pt
310,Nunca se esqueçam do verdadeiro significado desta música! :),pt
311,És o maior no the voice kids,pt
312,adorei uma das minhas musicas favoritas esta top,pt
313,"Lembro-me do Pacman com rastas! Velhos tempos em que fazia o hip hop português estar no top!   
Como as coisas mudam! 
Boa música comercial hehe",pt
314,Muito bom,pt
315,"Demais! Diz tudo o que é importante e faz -me sempre rir no trânsito, pois há sempre um mano enjoado.",pt
316,"muito bom, obrigada! felicidades.. assobia para o lado",pt
317,Ótimo Carlão,pt
318,"Está muito fixe Carlão! Gosto da malta que tens no video clip a assobiar contigo! Tá uma cena peace and love, gosto disso!",pt
319,Adorei,pt
320,Adoro. Obrigado,pt
321,Adoro,pt
322,"Epa sem comentários....simples,simples,e ao mesmo tempo tão pura,sincera,verdadeira,brutal....adorei mesmo,",pt
323,Love it ,en
324,#Carlão és o maior adoro-te!!!!!!!!!!!!!!,pt
325,Eu adorei a música do Carlão,pt
326,muito fixe!!!!!!!!!!!!!!!,pt
327,"leonor pacheco borja ama essa música, até fica no dj a ouvir lá",pt
328,É verdade que o tempo com as outras pessoas é muito mais importante do que o dinheiro,pt
329,"Boa vibe Carlão! Simples, sem ofender ninguém, mas metendo os pontos nos i's.... Parabéns. God Bless",pt
330,#assobiaparaolado adoreiii,pt
331,Grande músico ,pt
332,adoro tens um dom,pt
333,Gosto tanto q ensinei nossa papagaia a assobiar do mesmo jeito! ,pt
334,"Grande Carlão ,é isso mesmo bro,assobia para o lado...",pt
335,adoro,pt
336,"Se não curtem, assobiem para o lado ! Boa aí Carlão, é sempre um prazer enorme ouvir-te, mesmo que batam as saudades dos DaWeasel... mas talvez seja só nostalgia, por isso assobio para o lado !",pt
337,adoro,pt
338,"Pra todos aqueles que estão a aprender português e precisam a letra (como eu por exemplo):

Saúde e dinheiro para gastos, tesão
Pouco mais importa como brinda o meu amigo João",pt
339,Muito bom!!!!!,pt
340,Eu tenho problemas de ansiedade e a minha psicologa recomendou-me esta música haha. Um abraço Carlão!!,pt
341,adoro,pt
342,Carlão adoro a música e a tua voz,pt
343,"Top!!!!
Como sempre.....",pt
344,BREVEMENTE VOU FAZER um video para a familia......assobia para o lado.,pt
345,As pessoas quando morrem aí não é o fim as pessoas tem uma alma que está destinada a viver eternamente as pessoas que nesse mundo se sacrificam para serem fiéis a Deus essas pessoas vão viver com Deus eternamente e serão muito felizes as pessoas que não forem fiéis a Deus essas pessoas vão sofrer eternamente no lago de fogo,pt
346,Bué fixe adorei a tua música,pt
347,Mais uma vez em GRANDE! Sempre com boas vibes! Almada faz-te bem :D,pt
348,Estou a pensar participar no The voice kids se eu fosse iria para a tua equipa adoro te és o melhor ️️️️️️,pt
349,Carlão tu é massa,pt
350,  CARLÃO  ,pt
351,É linda,pt
352,Adoro esta musica se a poser uma vez fico a ouvila 10.000.000 vezes,pt
353,Adoro a música ,pt
354,"Se tu não queres assobiar para sima do teu amigo então ""assobia para o lado""",pt
355,Melhor do que as outras músicas!!!,pt
356,Tb eu ansiosa e esta é a top 1 dos meus 40 anos,pt
357,"Esquece, esta musica está qualquer coisa de topo, até a minha mãe com 58 anos gostou e ela é mesmo à ""oldskool"" aaa",pt
358,Top no programa da Filomena show,pt
359,Está é a melhor música que eu já vi,pt
360,Máximo ,pt
361,Ganda música Carlão ️️️,pt
362,"Ora bem Carlão, e se eu não souber assobiar faço o quê? Deixei like já agora",pt
363,Gosto da mensagem.,pt
364,"Este maninho é aquele que me cocegue sempre meter um sorriso cara, quando o ouço. Exelente trabalho e, ao que me parece, pessoa. Parabéns Carlão. Keep going, my brother. God bless",pt
365,Amo,en
366,"Fod@-se, és o GRANDE! MUITO GRANDE! E a cada ano que passa tornas-te MAIOR!",pt
367,"Boas, como o mesmo diz na letra da musica,viver pra sempre,southside, ele e a naide, palavras para quê,the best southside, abraço",pt
368,"Brutal, Brasil aqui tua fã.",pt
369,Melhor música do mundo,pt
370,A musica é muito  fixe,pt
371,Este som vem na altura certa  és grande! ,pt
372,Os meus colegas e eu cantamos essa musica e foi para o YouTube,pt
373,O Evidence é um caso único no rap. O slow flow que para outros seria um indício de pouco skill é a sua maior gema e a impressão digital do seu trabalho que o torna num MC distinto e diferente dos demais. Como produtor é também um artista de excelência e um homem com uma história de vida que me faz respeitá-lo ainda mais. Paz!,pt
374,Adoro esta música primeira vez ouvi com o meu pai .. grande fã Carlão !!!,pt
375,"Musica  boa 
        pessoal quem gosta do Carlão deicha like",pt
376,esta musica é super meu amigo,pt
377,assobia para o lado e manda tudo para o caralho forca grande carlao,pt
378,muito bom:),pt
379,Adoro,pt
380,"Sou teu fã mesmo muito
Adoro-te melhor rap ou pop do mundo",pt
381,"Carlao, ja tens muitos membros na tua equipa",pt
382,A ouvir Carlao deste tempo do da weasel continua cantar e encantar parabéns,pt
383,Tem a voz do carlao e pronto 5estrelas,pt
384,Essa é sucesso no Brasil 🇧🇷,pt
